date,generacion_GWh,capacidad_efectiva_neta_mv,str_date
2005-10-21,144.872,13371.59,2005 octubre 21
2005-10-22,138.445,13371.59,2005 octubre 22
2005-10-23,124.221,13371.59,2005 octubre 23
2005-10-24,143.094,13371.59,2005 octubre 24
2005-10-25,143.39,13371.59,2005 octubre 25
2005-10-26,144.952,13371.59,2005 octubre 26
2005-10-27,146.85,13371.59,2005 octubre 27
2005-10-28,146.759,13371.59,2005 octubre 28
2005-10-29,138.905,13371.59,2005 octubre 29
2005-10-30,125.47,13371.59,2005 octubre 30
2005-10-31,144.745,13371.59,2005 octubre 31
2005-11-01,146.088,13371.59,2005 noviembre 01
2005-11-02,147.444,13371.59,2005 noviembre 02
2005-11-03,145.551,13371.59,2005 noviembre 03
2005-11-04,143.162,13371.59,2005 noviembre 04
2005-11-05,136.315,13371.59,2005 noviembre 05
2005-11-06,124.325,13371.59,2005 noviembre 06
2005-11-07,126.637,13371.59,2005 noviembre 07
2005-11-08,146.926,13371.59,2005 noviembre 08
2005-11-09,147.367,13371.59,2005 noviembre 09
2005-11-10,147.546,13371.59,2005 noviembre 10
2005-11-11,146.702,13371.59,2005 noviembre 11
2005-11-12,139.251,13371.59,2005 noviembre 12
2005-11-13,124.909,13371.59,2005 noviembre 13
2005-11-14,125.367,13371.59,2005 noviembre 14
2005-11-15,145.838,13371.59,2005 noviembre 15
2005-11-16,145.532,13371.59,2005 noviembre 16
2005-11-17,146.625,13371.59,2005 noviembre 17
2005-11-18,146.795,13371.59,2005 noviembre 18
2005-11-19,139.496,13371.59,2005 noviembre 19
2005-11-20,124.905,13371.59,2005 noviembre 20
2005-11-21,146.338,13371.59,2005 noviembre 21
2005-11-22,145.382,13371.59,2005 noviembre 22
2005-11-23,145.778,13371.59,2005 noviembre 23
2005-11-24,146.965,13371.59,2005 noviembre 24
2005-11-25,147.709,13371.59,2005 noviembre 25
2005-11-26,140.793,13371.59,2005 noviembre 26
2005-11-27,126.472,13371.59,2005 noviembre 27
2005-11-28,147.197,13371.59,2005 noviembre 28
2005-11-29,149.463,13371.59,2005 noviembre 29
2005-11-30,150.216,13371.59,2005 noviembre 30
2005-12-01,149.61,13366.34,2005 diciembre 01
2005-12-02,149.504,13366.34,2005 diciembre 02
2005-12-03,140.893,13366.34,2005 diciembre 03
2005-12-04,126.521,13366.34,2005 diciembre 04
2005-12-05,146.533,13366.34,2005 diciembre 05
2005-12-06,147.819,13366.34,2005 diciembre 06
2005-12-07,148.255,13366.34,2005 diciembre 07
2005-12-08,132.229,13366.34,2005 diciembre 08
2005-12-09,149.408,13366.34,2005 diciembre 09
2005-12-10,142.656,13366.34,2005 diciembre 10
2005-12-11,129.853,13366.34,2005 diciembre 11
2005-12-12,150.367,13366.34,2005 diciembre 12
2005-12-13,152.045,13366.34,2005 diciembre 13
2005-12-14,149.857,13366.34,2005 diciembre 14
2005-12-15,151.621,13366.34,2005 diciembre 15
2005-12-16,149.605,13366.34,2005 diciembre 16
2005-12-17,137.923,13366.34,2005 diciembre 17
2005-12-18,124.447,13366.34,2005 diciembre 18
2005-12-19,148.714,13366.34,2005 diciembre 19
2005-12-20,150.042,13366.34,2005 diciembre 20
2005-12-21,149.39,13361.34,2005 diciembre 21
2005-12-22,146.753,13361.34,2005 diciembre 22
2005-12-23,145.09,13355.24,2005 diciembre 23
2005-12-24,128.442,13355.24,2005 diciembre 24
2005-12-25,110.069,13355.24,2005 diciembre 25
2005-12-26,133.416,13355.24,2005 diciembre 26
2005-12-27,138.914,13355.24,2005 diciembre 27
2005-12-28,140.609,13355.24,2005 diciembre 28
2005-12-29,138.6,13355.24,2005 diciembre 29
2005-12-30,135.012,13355.24,2005 diciembre 30
2005-12-31,125.995,13355.24,2005 diciembre 31
2006-01-01,104.411,13335.84,2006 enero 01
2006-01-02,130.589,13335.84,2006 enero 02
2006-01-03,137.768,13335.84,2006 enero 03
2006-01-04,137.607,13335.84,2006 enero 04
2006-01-05,136.7,13335.84,2006 enero 05
2006-01-06,135.878,13335.84,2006 enero 06
2006-01-07,129.974,13335.84,2006 enero 07
2006-01-08,117.172,13335.84,2006 enero 08
2006-01-09,118.121,13335.84,2006 enero 09
2006-01-10,137.588,13335.84,2006 enero 10
2006-01-11,141.73,13335.84,2006 enero 11
2006-01-12,142.17,13335.84,2006 enero 12
2006-01-13,142.393,13335.84,2006 enero 13
2006-01-14,135.133,13335.84,2006 enero 14
2006-01-15,121.713,13335.84,2006 enero 15
2006-01-16,142.883,13335.84,2006 enero 16
2006-01-17,146.061,13335.84,2006 enero 17
2006-01-18,146.162,13335.84,2006 enero 18
2006-01-19,145.96,13335.84,2006 enero 19
2006-01-20,146.124,13335.84,2006 enero 20
2006-01-21,138.205,13335.84,2006 enero 21
2006-01-22,123.853,13335.84,2006 enero 22
2006-01-23,146.187,13335.84,2006 enero 23
2006-01-24,148.833,13335.84,2006 enero 24
2006-01-25,150.186,13335.84,2006 enero 25
2006-01-26,148.748,13335.84,2006 enero 26
2006-01-27,149.591,13335.84,2006 enero 27
2006-01-28,136.872,13335.84,2006 enero 28
2006-01-29,119.358,13335.84,2006 enero 29
2006-01-30,144.552,13335.84,2006 enero 30
2006-01-31,150.193,13335.84,2006 enero 31
2006-02-01,148.333,13335.84,2006 febrero 01
2006-02-02,147.844,13335.84,2006 febrero 02
2006-02-03,149.51,13335.84,2006 febrero 03
2006-02-04,136.605,13335.84,2006 febrero 04
2006-02-05,119.966,13335.84,2006 febrero 05
2006-02-06,142.404,13335.84,2006 febrero 06
2006-02-07,146.355,13335.84,2006 febrero 07
2006-02-08,146.421,13335.84,2006 febrero 08
2006-02-09,147.311,13335.84,2006 febrero 09
2006-02-10,148.181,13335.84,2006 febrero 10
2006-02-11,141.369,13335.84,2006 febrero 11
2006-02-12,126.564,13335.84,2006 febrero 12
2006-02-13,148.716,13335.84,2006 febrero 13
2006-02-14,149.15,13335.84,2006 febrero 14
2006-02-15,148.683,13335.84,2006 febrero 15
2006-02-16,150.125,13335.84,2006 febrero 16
2006-02-17,150.573,13335.84,2006 febrero 17
2006-02-18,141.49,13335.84,2006 febrero 18
2006-02-19,126.421,13335.84,2006 febrero 19
2006-02-20,146.847,13335.84,2006 febrero 20
2006-02-21,148.792,13335.84,2006 febrero 21
2006-02-22,148.947,13335.84,2006 febrero 22
2006-02-23,150.535,13335.84,2006 febrero 23
2006-02-24,150.92,13335.84,2006 febrero 24
2006-02-25,141.956,13335.84,2006 febrero 25
2006-02-26,126.579,13335.84,2006 febrero 26
2006-02-27,144.583,13335.84,2006 febrero 27
2006-02-28,146.207,13335.84,2006 febrero 28
2006-03-01,148.668,13335.84,2006 marzo 01
2006-03-02,151.397,13335.84,2006 marzo 02
2006-03-03,151.411,13334.84,2006 marzo 03
2006-03-04,142.411,13334.84,2006 marzo 04
2006-03-05,126.794,13334.84,2006 marzo 05
2006-03-06,147.802,13334.84,2006 marzo 06
2006-03-07,147.054,13334.84,2006 marzo 07
2006-03-08,146.264,13334.84,2006 marzo 08
2006-03-09,147.015,13334.84,2006 marzo 09
2006-03-10,147.855,13334.84,2006 marzo 10
2006-03-11,138.045,13334.84,2006 marzo 11
2006-03-12,115.609,13334.84,2006 marzo 12
2006-03-13,139.91,13334.84,2006 marzo 13
2006-03-14,144.022,13334.84,2006 marzo 14
2006-03-15,141.794,13334.84,2006 marzo 15
2006-03-16,145.026,13334.84,2006 marzo 16
2006-03-17,146.452,13334.84,2006 marzo 17
2006-03-18,135.96,13334.84,2006 marzo 18
2006-03-19,119.03,13334.84,2006 marzo 19
2006-03-20,121.606,13334.84,2006 marzo 20
2006-03-21,145.195,13334.84,2006 marzo 21
2006-03-22,146.562,13334.84,2006 marzo 22
2006-03-23,146.516,13334.84,2006 marzo 23
2006-03-24,147.877,13334.84,2006 marzo 24
2006-03-25,140.222,13334.84,2006 marzo 25
2006-03-26,123.075,13334.84,2006 marzo 26
2006-03-27,146.468,13334.84,2006 marzo 27
2006-03-28,148.256,13334.84,2006 marzo 28
2006-03-29,150.373,13334.84,2006 marzo 29
2006-03-30,150.434,13334.84,2006 marzo 30
2006-03-31,150.236,13334.84,2006 marzo 31
2006-04-01,141.615,13334.84,2006 abril 01
2006-04-02,125.431,13334.84,2006 abril 02
2006-04-03,147.562,13334.84,2006 abril 03
2006-04-04,149.931,13334.84,2006 abril 04
2006-04-05,144.133,13334.84,2006 abril 05
2006-04-06,144.747,13334.84,2006 abril 06
2006-04-07,144.37,13334.84,2006 abril 07
2006-04-08,137.672,13334.84,2006 abril 08
2006-04-09,123.372,13334.84,2006 abril 09
2006-04-10,140.364,13334.84,2006 abril 10
2006-04-11,140.466,13334.84,2006 abril 11
2006-04-12,139.294,13334.84,2006 abril 12
2006-04-13,116.204,13334.84,2006 abril 13
2006-04-14,108.134,13334.84,2006 abril 14
2006-04-15,123.787,13334.84,2006 abril 15
2006-04-16,122.418,13334.84,2006 abril 16
2006-04-17,146.853,13334.84,2006 abril 17
2006-04-18,148.994,13334.84,2006 abril 18
2006-04-19,148.453,13334.84,2006 abril 19
2006-04-20,148.309,13334.84,2006 abril 20
2006-04-21,149.52,13334.84,2006 abril 21
2006-04-22,143.282,13334.84,2006 abril 22
2006-04-23,129.634,13334.84,2006 abril 23
2006-04-24,147.936,13334.84,2006 abril 24
2006-04-25,149.259,13334.84,2006 abril 25
2006-04-26,147.875,13334.84,2006 abril 26
2006-04-27,147.549,13334.84,2006 abril 27
2006-04-28,144.651,13334.84,2006 abril 28
2006-04-29,134.489,13334.84,2006 abril 29
2006-04-30,120.368,13334.84,2006 abril 30
2006-05-01,122.285,13334.84,2006 mayo 01
2006-05-02,140.498,13334.84,2006 mayo 02
2006-05-03,143.113,13334.84,2006 mayo 03
2006-05-04,144.441,13334.84,2006 mayo 04
2006-05-05,145.405,13334.84,2006 mayo 05
2006-05-06,138.841,13334.84,2006 mayo 06
2006-05-07,122.634,13334.84,2006 mayo 07
2006-05-08,141.585,13334.84,2006 mayo 08
2006-05-09,143.814,13334.84,2006 mayo 09
2006-05-10,144.987,13334.84,2006 mayo 10
2006-05-11,148.106,13334.84,2006 mayo 11
2006-05-12,147.969,13334.84,2006 mayo 12
2006-05-13,141.161,13334.84,2006 mayo 13
2006-05-14,124.212,13334.84,2006 mayo 14
2006-05-15,149.057,13334.84,2006 mayo 15
2006-05-16,151.303,13334.84,2006 mayo 16
2006-05-17,151.017,13334.84,2006 mayo 17
2006-05-18,151.32,13334.84,2006 mayo 18
2006-05-19,149.765,13334.84,2006 mayo 19
2006-05-20,141.7,13334.84,2006 mayo 20
2006-05-21,122.855,13334.84,2006 mayo 21
2006-05-22,142.559,13334.84,2006 mayo 22
2006-05-23,146.409,13334.84,2006 mayo 23
2006-05-24,148.906,13334.84,2006 mayo 24
2006-05-25,146.341,13334.84,2006 mayo 25
2006-05-26,146.498,13334.84,2006 mayo 26
2006-05-27,136.663,13334.84,2006 mayo 27
2006-05-28,118.313,13334.84,2006 mayo 28
2006-05-29,121.518,13334.84,2006 mayo 29
2006-05-30,143.648,13334.84,2006 mayo 30
2006-05-31,147.32,13334.84,2006 mayo 31
2006-06-01,143.765,13334.84,2006 junio 01
2006-06-02,143.305,13334.84,2006 junio 02
2006-06-03,138.629,13334.84,2006 junio 03
2006-06-04,121.782,13334.84,2006 junio 04
2006-06-05,146.901,13334.84,2006 junio 05
2006-06-06,147.113,13281.84,2006 junio 06
2006-06-07,146.144,13281.84,2006 junio 07
2006-06-08,146.279,13281.84,2006 junio 08
2006-06-09,145.611,13281.84,2006 junio 09
2006-06-10,140.562,13281.84,2006 junio 10
2006-06-11,124.183,13281.84,2006 junio 11
2006-06-12,144.366,13281.84,2006 junio 12
2006-06-13,147.968,13281.84,2006 junio 13
2006-06-14,148.08,13281.84,2006 junio 14
2006-06-15,147.356,13281.84,2006 junio 15
2006-06-16,149.958,13281.84,2006 junio 16
2006-06-17,139.25,13281.84,2006 junio 17
2006-06-18,122.207,13281.84,2006 junio 18
2006-06-19,128.206,13281.84,2006 junio 19
2006-06-20,146.39,13281.84,2006 junio 20
2006-06-21,144.979,13281.84,2006 junio 21
2006-06-22,146.581,13281.84,2006 junio 22
2006-06-23,146.288,13281.84,2006 junio 23
2006-06-24,139.001,13281.84,2006 junio 24
2006-06-25,128.739,13281.84,2006 junio 25
2006-06-26,129.607,13281.84,2006 junio 26
2006-06-27,151.065,13281.84,2006 junio 27
2006-06-28,151.267,13281.84,2006 junio 28
2006-06-29,152.196,13281.84,2006 junio 29
2006-06-30,152.188,13301.74,2006 junio 30
2006-07-01,139.726,13301.74,2006 julio 01
2006-07-02,123.845,13301.74,2006 julio 02
2006-07-03,126.818,13301.74,2006 julio 03
2006-07-04,144.626,13301.74,2006 julio 04
2006-07-05,145.192,13301.74,2006 julio 05
2006-07-06,151.389,13301.74,2006 julio 06
2006-07-07,151.893,13301.74,2006 julio 07
2006-07-08,143.451,13301.74,2006 julio 08
2006-07-09,130.023,13301.74,2006 julio 09
2006-07-10,148.685,13301.74,2006 julio 10
2006-07-11,152.635,13301.74,2006 julio 11
2006-07-12,153.167,13301.74,2006 julio 12
2006-07-13,151.23,13301.74,2006 julio 13
2006-07-14,150.417,13301.74,2006 julio 14
2006-07-15,141.125,13301.74,2006 julio 15
2006-07-16,123.1,13301.74,2006 julio 16
2006-07-17,150.058,13301.74,2006 julio 17
2006-07-18,151.309,13301.74,2006 julio 18
2006-07-19,151.438,13301.74,2006 julio 19
2006-07-20,135.919,13301.74,2006 julio 20
2006-07-21,151.426,13301.74,2006 julio 21
2006-07-22,143.602,13301.74,2006 julio 22
2006-07-23,128.839,13301.74,2006 julio 23
2006-07-24,149.526,13301.74,2006 julio 24
2006-07-25,153.627,13301.74,2006 julio 25
2006-07-26,152.758,13301.74,2006 julio 26
2006-07-27,148.506,13301.74,2006 julio 27
2006-07-28,147.047,13301.74,2006 julio 28
2006-07-29,139.789,13301.74,2006 julio 29
2006-07-30,127.315,13301.74,2006 julio 30
2006-07-31,148.404,13301.74,2006 julio 31
2006-08-01,146.683,13301.74,2006 agosto 01
2006-08-02,149.783,13301.74,2006 agosto 02
2006-08-03,152.603,13301.74,2006 agosto 03
2006-08-04,153.585,13301.74,2006 agosto 04
2006-08-05,143.408,13301.74,2006 agosto 05
2006-08-06,127.5,13301.74,2006 agosto 06
2006-08-07,129.807,13301.74,2006 agosto 07
2006-08-08,150.628,13301.74,2006 agosto 08
2006-08-09,151.44,13301.74,2006 agosto 09
2006-08-10,150.561,13301.74,2006 agosto 10
2006-08-11,146.172,13301.74,2006 agosto 11
2006-08-12,138.997,13301.74,2006 agosto 12
2006-08-13,125.732,13301.74,2006 agosto 13
2006-08-14,149.456,13301.74,2006 agosto 14
2006-08-15,153.083,13301.74,2006 agosto 15
2006-08-16,149.62,13301.74,2006 agosto 16
2006-08-17,150.052,13301.74,2006 agosto 17
2006-08-18,148.853,13301.74,2006 agosto 18
2006-08-19,141.282,13301.74,2006 agosto 19
2006-08-20,125.191,13301.74,2006 agosto 20
2006-08-21,127.652,13301.74,2006 agosto 21
2006-08-22,150.388,13301.74,2006 agosto 22
2006-08-23,151.384,13301.74,2006 agosto 23
2006-08-24,151.908,13301.74,2006 agosto 24
2006-08-25,151.906,13301.74,2006 agosto 25
2006-08-26,143.23,13301.74,2006 agosto 26
2006-08-27,128.976,13301.74,2006 agosto 27
2006-08-28,150.686,13301.74,2006 agosto 28
2006-08-29,152.91,13301.74,2006 agosto 29
2006-08-30,152.555,13301.74,2006 agosto 30
2006-08-31,154.565,13301.74,2006 agosto 31
2006-09-01,154.319,13303.34,2006 septiembre 01
2006-09-02,145.893,13303.34,2006 septiembre 02
2006-09-03,129.687,13303.34,2006 septiembre 03
2006-09-04,149.864,13303.34,2006 septiembre 04
2006-09-05,150.76,13303.34,2006 septiembre 05
2006-09-06,150.729,13303.34,2006 septiembre 06
2006-09-07,151.052,13303.34,2006 septiembre 07
2006-09-08,149.89,13303.34,2006 septiembre 08
2006-09-09,142.342,13303.34,2006 septiembre 09
2006-09-10,127.667,13303.34,2006 septiembre 10
2006-09-11,149.494,13303.34,2006 septiembre 11
2006-09-12,152.648,13303.34,2006 septiembre 12
2006-09-13,153.201,13303.34,2006 septiembre 13
2006-09-14,154.612,13303.34,2006 septiembre 14
2006-09-15,153.003,13303.34,2006 septiembre 15
2006-09-16,144.914,13303.34,2006 septiembre 16
2006-09-17,128.728,13303.34,2006 septiembre 17
2006-09-18,149.501,13303.34,2006 septiembre 18
2006-09-19,148.547,13303.34,2006 septiembre 19
2006-09-20,152.442,13303.34,2006 septiembre 20
2006-09-21,155.68,13303.34,2006 septiembre 21
2006-09-22,154.621,13303.34,2006 septiembre 22
2006-09-23,145.918,13303.34,2006 septiembre 23
2006-09-24,131.131,13303.34,2006 septiembre 24
2006-09-25,150.238,13303.34,2006 septiembre 25
2006-09-26,152.227,13303.34,2006 septiembre 26
2006-09-27,151.185,13303.34,2006 septiembre 27
2006-09-28,153.8,13303.34,2006 septiembre 28
2006-09-29,154.276,13303.34,2006 septiembre 29
2006-09-30,145.969,13303.34,2006 septiembre 30
2006-10-01,129.883,13303.34,2006 octubre 01
2006-10-02,150.063,13303.34,2006 octubre 02
2006-10-03,149.53,13303.34,2006 octubre 03
2006-10-04,152.843,13303.34,2006 octubre 04
2006-10-05,156.836,13303.34,2006 octubre 05
2006-10-06,158.439,13303.34,2006 octubre 06
2006-10-07,145.781,13303.34,2006 octubre 07
2006-10-08,129.979,13303.34,2006 octubre 08
2006-10-09,151.046,13303.34,2006 octubre 09
2006-10-10,156.403,13303.34,2006 octubre 10
2006-10-11,152.853,13303.34,2006 octubre 11
2006-10-12,152.726,13303.34,2006 octubre 12
2006-10-13,153.099,13303.34,2006 octubre 13
2006-10-14,145.426,13303.34,2006 octubre 14
2006-10-15,124.666,13303.34,2006 octubre 15
2006-10-16,124.906,13303.34,2006 octubre 16
2006-10-17,148.781,13303.34,2006 octubre 17
2006-10-18,152.381,13303.34,2006 octubre 18
2006-10-19,153.172,13303.34,2006 octubre 19
2006-10-20,151.527,13303.34,2006 octubre 20
2006-10-21,144.791,13303.34,2006 octubre 21
2006-10-22,130.433,13303.34,2006 octubre 22
2006-10-23,151.989,13303.34,2006 octubre 23
2006-10-24,154.604,13303.34,2006 octubre 24
2006-10-25,156.655,13303.34,2006 octubre 25
2006-10-26,156.461,13303.34,2006 octubre 26
2006-10-27,155.724,13303.34,2006 octubre 27
2006-10-28,148.184,13303.34,2006 octubre 28
2006-10-29,131.094,13303.34,2006 octubre 29
2006-10-30,151.669,13303.34,2006 octubre 30
2006-10-31,150.659,13303.34,2006 octubre 31
2006-11-01,152.376,13303.34,2006 noviembre 01
2006-11-02,152.924,13303.34,2006 noviembre 02
2006-11-03,153.139,13303.34,2006 noviembre 03
2006-11-04,147.064,13303.34,2006 noviembre 04
2006-11-05,129.205,13303.34,2006 noviembre 05
2006-11-06,131.167,13303.34,2006 noviembre 06
2006-11-07,151.337,13303.34,2006 noviembre 07
2006-11-08,152.668,13303.34,2006 noviembre 08
2006-11-09,153.204,13303.34,2006 noviembre 09
2006-11-10,152.988,13303.34,2006 noviembre 10
2006-11-11,145.898,13303.34,2006 noviembre 11
2006-11-12,128.782,13303.34,2006 noviembre 12
2006-11-13,132.735,13303.34,2006 noviembre 13
2006-11-14,150.388,13303.34,2006 noviembre 14
2006-11-15,145.629,13303.34,2006 noviembre 15
2006-11-16,151.345,13303.34,2006 noviembre 16
2006-11-17,152.286,13303.34,2006 noviembre 17
2006-11-18,145.479,13303.34,2006 noviembre 18
2006-11-19,130.001,13303.34,2006 noviembre 19
2006-11-20,150.406,13303.34,2006 noviembre 20
2006-11-21,151.5,13303.34,2006 noviembre 21
2006-11-22,150.424,13303.34,2006 noviembre 22
2006-11-23,151.972,13303.34,2006 noviembre 23
2006-11-24,153.672,13303.34,2006 noviembre 24
2006-11-25,145.846,13303.34,2006 noviembre 25
2006-11-26,129.636,13303.34,2006 noviembre 26
2006-11-27,153.571,13303.34,2006 noviembre 27
2006-11-28,155.764,13303.34,2006 noviembre 28
2006-11-29,152.579,13303.34,2006 noviembre 29
2006-11-30,154.203,13303.34,2006 noviembre 30
2006-12-01,154.484,13280.46,2006 diciembre 01
2006-12-02,148.482,13280.46,2006 diciembre 02
2006-12-03,134.799,13280.46,2006 diciembre 03
2006-12-04,152.232,13280.46,2006 diciembre 04
2006-12-05,155.456,13280.46,2006 diciembre 05
2006-12-06,153.459,13280.46,2006 diciembre 06
2006-12-07,154.143,13280.46,2006 diciembre 07
2006-12-08,138.835,13280.46,2006 diciembre 08
2006-12-09,143.595,13280.46,2006 diciembre 09
2006-12-10,133.377,13280.46,2006 diciembre 10
2006-12-11,153.249,13280.46,2006 diciembre 11
2006-12-12,154.693,13280.46,2006 diciembre 12
2006-12-13,154.244,13280.46,2006 diciembre 13
2006-12-14,155.243,13280.46,2006 diciembre 14
2006-12-15,155.032,13280.46,2006 diciembre 15
2006-12-16,145.586,13280.46,2006 diciembre 16
2006-12-17,132.748,13280.46,2006 diciembre 17
2006-12-18,152.542,13280.46,2006 diciembre 18
2006-12-19,154.475,13280.46,2006 diciembre 19
2006-12-20,152.993,13280.46,2006 diciembre 20
2006-12-21,151.511,13280.46,2006 diciembre 21
2006-12-22,152.919,13280.46,2006 diciembre 22
2006-12-23,142.446,13280.46,2006 diciembre 23
2006-12-24,128.609,13280.46,2006 diciembre 24
2006-12-25,117.676,13280.46,2006 diciembre 25
2006-12-26,142.869,13280.46,2006 diciembre 26
2006-12-27,146.669,13280.46,2006 diciembre 27
2006-12-28,145.125,13280.46,2006 diciembre 28
2006-12-29,144.386,13280.46,2006 diciembre 29
2006-12-30,135.228,13280.46,2006 diciembre 30
2006-12-31,126.003,13280.46,2006 diciembre 31
2007-01-01,113.351,13280.46,2007 enero 01
2007-01-02,135.395,13280.46,2007 enero 02
2007-01-03,142.105,13280.46,2007 enero 03
2007-01-04,143.912,13280.46,2007 enero 04
2007-01-05,144.218,13280.46,2007 enero 05
2007-01-06,137.727,13280.46,2007 enero 06
2007-01-07,124.102,13280.46,2007 enero 07
2007-01-08,123.699,13280.46,2007 enero 08
2007-01-09,142.677,13280.46,2007 enero 09
2007-01-10,144.463,13280.46,2007 enero 10
2007-01-11,145.749,13280.46,2007 enero 11
2007-01-12,147.526,13280.46,2007 enero 12
2007-01-13,141.106,13280.46,2007 enero 13
2007-01-14,126.357,13280.46,2007 enero 14
2007-01-15,148.012,13280.46,2007 enero 15
2007-01-16,151.553,13280.46,2007 enero 16
2007-01-17,150.98,13280.46,2007 enero 17
2007-01-18,152.587,13280.46,2007 enero 18
2007-01-19,152.658,13280.46,2007 enero 19
2007-01-20,144.373,13280.46,2007 enero 20
2007-01-21,130.382,13280.46,2007 enero 21
2007-01-22,151.397,13280.46,2007 enero 22
2007-01-23,153.997,13280.46,2007 enero 23
2007-01-24,153.667,13280.46,2007 enero 24
2007-01-25,153.915,13280.46,2007 enero 25
2007-01-26,148.625,13280.46,2007 enero 26
2007-01-27,139.01,13280.46,2007 enero 27
2007-01-28,122.044,13280.46,2007 enero 28
2007-01-29,146.203,13280.46,2007 enero 29
2007-01-30,152.749,13280.46,2007 enero 30
2007-01-31,153.257,13280.46,2007 enero 31
2007-02-01,154.989,13280.46,2007 febrero 01
2007-02-02,154.108,13280.46,2007 febrero 02
2007-02-03,143.175,13280.46,2007 febrero 03
2007-02-04,127.293,13280.46,2007 febrero 04
2007-02-05,149.773,13280.46,2007 febrero 05
2007-02-06,153.128,13280.46,2007 febrero 06
2007-02-07,152.915,13280.46,2007 febrero 07
2007-02-08,153.397,13280.46,2007 febrero 08
2007-02-09,152.197,13280.46,2007 febrero 09
2007-02-10,144.54,13330.46,2007 febrero 10
2007-02-11,130.351,13330.46,2007 febrero 11
2007-02-12,152.198,13330.46,2007 febrero 12
2007-02-13,155.86,13330.46,2007 febrero 13
2007-02-14,154.765,13330.46,2007 febrero 14
2007-02-15,154.495,13330.46,2007 febrero 15
2007-02-16,154.359,13330.46,2007 febrero 16
2007-02-17,144.392,13330.46,2007 febrero 17
2007-02-18,128.532,13330.46,2007 febrero 18
2007-02-19,148.731,13330.46,2007 febrero 19
2007-02-20,151.256,13330.46,2007 febrero 20
2007-02-21,153.935,13330.46,2007 febrero 21
2007-02-22,154.657,13330.46,2007 febrero 22
2007-02-23,154.843,13330.46,2007 febrero 23
2007-02-24,147.125,13330.46,2007 febrero 24
2007-02-25,130.974,13330.46,2007 febrero 25
2007-02-26,152.911,13330.46,2007 febrero 26
2007-02-27,156.067,13330.46,2007 febrero 27
2007-02-28,155.843,13330.46,2007 febrero 28
2007-03-01,154.932,13330.46,2007 marzo 01
2007-03-02,155.206,13330.46,2007 marzo 02
2007-03-03,147.831,13330.46,2007 marzo 03
2007-03-04,130.634,13330.46,2007 marzo 04
2007-03-05,150.997,13330.46,2007 marzo 05
2007-03-06,154.025,13330.46,2007 marzo 06
2007-03-07,154.122,13330.46,2007 marzo 07
2007-03-08,154.9,13330.46,2007 marzo 08
2007-03-09,154.848,13330.46,2007 marzo 09
2007-03-10,146.901,13330.46,2007 marzo 10
2007-03-11,131.689,13330.46,2007 marzo 11
2007-03-12,153.305,13330.46,2007 marzo 12
2007-03-13,155.255,13330.46,2007 marzo 13
2007-03-14,152.343,13330.46,2007 marzo 14
2007-03-15,148.83,13330.46,2007 marzo 15
2007-03-16,150.232,13330.46,2007 marzo 16
2007-03-17,143.082,13330.46,2007 marzo 17
2007-03-18,128.817,13330.46,2007 marzo 18
2007-03-19,131.492,13330.46,2007 marzo 19
2007-03-20,152.104,13330.46,2007 marzo 20
2007-03-21,154.076,13330.46,2007 marzo 21
2007-03-22,153.606,13330.46,2007 marzo 22
2007-03-23,153.348,13330.46,2007 marzo 23
2007-03-24,145.366,13330.46,2007 marzo 24
2007-03-25,129.69,13332.46,2007 marzo 25
2007-03-26,149.619,13332.46,2007 marzo 26
2007-03-27,151.768,13332.46,2007 marzo 27
2007-03-28,153.006,13332.46,2007 marzo 28
2007-03-29,151.91,13332.46,2007 marzo 29
2007-03-30,152.481,13332.46,2007 marzo 30
2007-03-31,144.735,13332.46,2007 marzo 31
2007-04-01,130.774,13332.46,2007 abril 01
2007-04-02,148.947,13332.46,2007 abril 02
2007-04-03,148.864,13332.46,2007 abril 03
2007-04-04,143.515,13332.46,2007 abril 04
2007-04-05,120.901,13332.46,2007 abril 05
2007-04-06,111.176,13332.46,2007 abril 06
2007-04-07,124.708,13332.46,2007 abril 07
2007-04-08,120.969,13332.46,2007 abril 08
2007-04-09,146.025,13332.46,2007 abril 09
2007-04-10,150.408,13332.46,2007 abril 10
2007-04-11,151.241,13332.46,2007 abril 11
2007-04-12,153.598,13332.46,2007 abril 12
2007-04-13,154.693,13332.46,2007 abril 13
2007-04-14,145.63,13332.46,2007 abril 14
2007-04-15,132.131,13332.46,2007 abril 15
2007-04-16,152.732,13332.46,2007 abril 16
2007-04-17,153.895,13332.46,2007 abril 17
2007-04-18,151.849,13332.46,2007 abril 18
2007-04-19,150.827,13332.46,2007 abril 19
2007-04-20,149.256,13332.46,2007 abril 20
2007-04-21,140.272,13332.46,2007 abril 21
2007-04-22,125.158,13332.46,2007 abril 22
2007-04-23,148.543,13332.46,2007 abril 23
2007-04-24,152.036,13332.46,2007 abril 24
2007-04-25,152.267,13352.36,2007 abril 25
2007-04-26,128.566,13352.36,2007 abril 26
2007-04-27,151.349,13352.36,2007 abril 27
2007-04-28,144.57,13352.36,2007 abril 28
2007-04-29,127.976,13352.36,2007 abril 29
2007-04-30,148.707,13352.36,2007 abril 30
2007-05-01,127.963,13352.36,2007 mayo 01
2007-05-02,147.896,13352.36,2007 mayo 02
2007-05-03,152.288,13352.36,2007 mayo 03
